time,x,y,z,u,v,w,qx,qy,qz,qw,p,q,r,alpha,airspeed,elevator,throttle
0,0.1506, 0.0000, -0.0000, 15.1186, 0.0000, 0.5358, 0.0000, 0.0179, 0.0000, 0.9998, 0.0000, -0.0356, 0.0000,0.03542793696125566,15.12805888314417,-0.07839960341556627,1.0
0.01,0.3026, 0.0000, -0.0001, 15.2463, 0.0000, 0.5258, 0.0000, 0.0176, 0.0000, 0.9998, 0.0000, -0.0835, 0.0000,0.034476402151691496,15.255392691288007,-0.08876858596904832,1.0
0.02,0.4557, 0.0000, -0.0002, 15.3736, 0.0000, 0.5074, 0.0000, 0.0170, 0.0000, 0.9999, 0.0000, -0.1427, 0.0000,0.03299171167880793,15.38201270784468,-0.09906672005756456,1.0
0.03,0.6102, 0.0000, -0.0004, 15.5005, 0.0000, 0.4796, 0.0000, 0.0161, 0.0000, 0.9999, 0.0000, -0.2121, 0.0000,0.030928299687662465,15.50793391872737,-0.10926054363353807,1.0
0.04,0.7659, 0.0000, -0.0006, 15.6269, 0.0000, 0.4417, 0.0000, 0.0149, 0.0000, 0.9999, 0.0000, -0.2907, 0.0000,0.02825738163874153,15.633173055761459,-0.11931070809467394,1.0
0.05,0.9229, 0.0000, -0.0008, 15.7528, 0.0000, 0.3934, 0.0000, 0.0132, 0.0000, 0.9999, 0.0000, -0.3774, 0.0000,0.02496530768248283,15.75774621589785,-0.1291715038309868,1.0
0.060000000000000005,1.0810, 0.0000, -0.0010, 15.8781, 0.0000, 0.3343, 0.0000, 0.0111, 0.0000, 0.9999, 0.0000, -0.4711, 0.0000,0.021052082026203876,15.881666261173713,-0.13879064803226548,1.0
0.07,1.2405, 0.0000, -0.0012, 16.0028, 0.0000, 0.2646, 0.0000, 0.0085, 0.0000, 1.0000, 0.0000, -0.5707, 0.0000,0.016530032032286503,16.004940212735033,-0.14810955767734604,1.0
0.08,1.4011, 0.0000, -0.0011, 16.1265, 0.0000, 0.1842, 0.0000, 0.0053, 0.0000, 1.0000, 0.0000, -0.6750, 0.0000,0.011422601261600303,16.127566848439017,-0.1570643020163353,1.0
0.09,1.5630, 0.0000, -0.0009, 16.2493, 0.0000, 0.0936, 0.0000, 0.0017, 0.0000, 1.0000, 0.0000, -0.7829, 0.0000,0.005763229469190952,16.24953469981687,-0.16558751409156877,1.0
0.09999999999999999,1.7261, 0.0000, -0.0003, 16.3708, 0.0000, -0.0066, 0.0000, -0.0025, 0.0000, 1.0000, 0.0000, -0.8932, 0.0000,-0.0004057291495631599,16.370820621374204,-0.17361141984565812,1.0
0.10999999999999999,1.8904, 0.0000, 0.0007, 16.4910, 0.0000, -0.1160, 0.0000, -0.0072, 0.0000, 1.0000, 0.0000, -1.0048, 0.0000,-0.007034106939890074,16.491389072895903,-0.18107193415268022,1.0
0.11999999999999998,2.0559, 0.0000, 0.0022, 16.6095, 0.0000, -0.2336, 0.0000, -0.0125, 0.0000, 0.9999, 0.0000, -1.1164, 0.0000,-0.014065100922414614,16.611192212499997,-0.18791333263023455,1.0
0.12999999999999998,2.2226, 0.0000, 0.0044, 16.7263, 0.0000, -0.3586, 0.0000, -0.0184, 0.0000, 0.9998, 0.0000, -1.2271, 0.0000,-0.021436572528605504,16.730170844125524,-0.19409262304409106,1.0
0.13999999999999999,2.3905, 0.0000, 0.0074, 16.8411, 0.0000, -0.4899, 0.0000, -0.0248, 0.0000, 0.9997, 0.0000, -1.3357, 0.0000,-0.02908248491218404,16.848256199777893,-0.19958266203506547,1.0
0.15,2.5595, 0.0000, 0.0114, 16.9538, 0.0000, -0.6265, 0.0000, -0.0317, 0.0000, 0.9995, 0.0000, -1.4414, 0.0000,-0.036934456380589814,16.965372469524844,-0.20437341873748857,1.0
0.16,2.7297, 0.0000, 0.0165, 17.0642, 0.0000, -0.7671, 0.0000, -0.0392, 0.0000, 0.9992, 0.0000, -1.5434, 0.0000,-0.044923373560400076,17.08143992925714,-0.20847140734298783,1.0
0.17,2.9009, 0.0000, 0.0229, 17.1722, 0.0000, -0.9107, 0.0000, -0.0471, 0.0000, 0.9989, 0.0000, -1.6410, 0.0000,-0.05298098598823728,17.19637846659493,-0.21189777051313477,1.0
0.18000000000000002,3.0733, 0.0000, 0.0308, 17.2779, 0.0000, -1.0560, 0.0000, -0.0556, 0.0000, 0.9985, 0.0000, -1.7337, 0.0000,-0.06104139839656869,17.31011127593581,-0.21468555932148056,1.0
0.19000000000000003,3.2467, 0.0000, 0.0404, 17.3811, 0.0000, -1.2019, 0.0000, -0.0644, 0.0000, 0.9979, 0.0000, -1.8211, 0.0000,-0.0690423855401674,17.422568487764764,-0.2168766834328945,1.0
0.20000000000000004,3.4211, 0.0000, 0.0518, 17.4818, 0.0000, -1.3475, 0.0000, -0.0737, 0.0000, 0.9973, 0.0000, -1.9030, 0.0000,-0.07692647231036485,17.533690514392276,-0.2185188687334831,1.0
0.21000000000000005,3.5965, 0.0000, 0.0652, 17.5803, 0.0000, -1.4916, 0.0000, -0.0834, 0.0000, 0.9965, 0.0000, -1.9792, 0.0000,-0.08464174453416026,17.643430930395212,-0.21966288169129447,1.0
0.22000000000000006,3.7727, 0.0000, 0.0809, 17.6765, 0.0000, -1.6334, 0.0000, -0.0934, 0.0000, 0.9956, 0.0000, -2.0496, 0.0000,-0.09214237952345902,17.751758755086318,-0.22036018853290634,1.0
0.23000000000000007,3.9499, 0.0000, 0.0990, 17.7705, 0.0000, -1.7720, 0.0000, -0.1038, 0.0000, 0.9946, 0.0000, -2.1144, 0.0000,-0.09938890699909224,17.858660059202556,-0.22066113666846113,1.0
0.24000000000000007,4.1278, 0.0000, 0.1197, 17.8626, 0.0000, -1.9069, 0.0000, -0.1145, 0.0000, 0.9934, 0.0000, -2.1736, 0.0000,-0.10634822807401553,17.964138871855678,-0.22061364975972728,1.0
0.25000000000000006,4.3064, 0.0000, 0.1432, 17.9530, 0.0000, -2.0372, 0.0000, -0.1254, 0.0000, 0.9921, 0.0000, -2.2273, 0.0000,-0.11299343123371511,18.068217411197768,-0.22026237675203636,1.0
0.26000000000000006,4.4857, 0.0000, 0.1696, 18.0418, 0.0000, -2.1627, 0.0000, -0.1365, 0.0000, 0.9906, 0.0000, -2.2758, 0.0000,-0.11930344983864681,18.170935699732322,-0.2196482225249584,1.0
0.2700000000000001,4.6655, 0.0000, 0.1992, 18.1292, 0.0000, -2.2829, 0.0000, -0.1479, 0.0000, 0.9890, 0.0000, -2.3191, 0.0000,-0.12526260626372843,18.272350651199694,-0.218808156598645,1.0
0.2800000000000001,4.8457, 0.0000, 0.2321, 18.2155, 0.0000, -2.3974, 0.0000, -0.1595, 0.0000, 0.9872, 0.0000, -2.3576, 0.0000,-0.1308600846036889,18.37253473066373,-0.21777522628410415,1.0
0.2900000000000001,5.0263, 0.0000, 0.2685, 18.3008, 0.0000, -2.5060, 0.0000, -0.1712, 0.0000, 0.9852, 0.0000, -2.3913, 0.0000,-0.13608936825883386,18.4715742941781,-0.2165786920975025,1.0
