time,x,y,z,u,v,w,qx,qy,qz,qw,p,q,r,alpha,airspeed,elevator,throttle
0,0.1506, 0.0000, -0.0000, 15.1185, 0.0000, 0.5371, 0.0000, 0.0179, 0.0000, 0.9998, 0.0000, -0.0187, 0.0000,0.035511750955862106,15.128056007550041,-0.06694769677920898,1.0
0.01,0.3026, 0.0000, -0.0001, 15.2461, 0.0000, 0.5320, 0.0000, 0.0178, 0.0000, 0.9998, 0.0000, -0.0343, 0.0000,0.03487952377774231,15.255373321086864,-0.06596117523713668,1.0
0.02,0.4557, 0.0000, -0.0002, 15.3730, 0.0000, 0.5240, 0.0000, 0.0176, 0.0000, 0.9998, 0.0000, -0.0471, 0.0000,0.03407134033181416,15.381948768538024,-0.06503017139835914,1.0
0.03,0.6102, 0.0000, -0.0004, 15.4993, 0.0000, 0.5138, 0.0000, 0.0173, 0.0000, 0.9999, 0.0000, -0.0572, 0.0000,0.03313619182699818,15.507780034559586,-0.06415878174110015,1.0
0.04,0.7659, 0.0000, -0.0007, 15.6248, 0.0000, 0.5020, 0.0000, 0.0170, 0.0000, 0.9999, 0.0000, -0.0651, 0.0000,0.03211528017661413,15.632865366551608,-0.06335296509070952,1.0
0.05,0.9228, 0.0000, -0.0010, 15.7496, 0.0000, 0.4891, 0.0000, 0.0167, 0.0000, 0.9999, 0.0000, -0.0708, 0.0000,0.031042715121912166,15.757203405585772,-0.06262005885346492,1.0
0.060000000000000005,1.0810, 0.0000, -0.0014, 15.8737, 0.0000, 0.4755, 0.0000, 0.0163, 0.0000, 0.9999, 0.0000, -0.0748, 0.0000,0.02994616069768536,15.880793094675793,-0.06196833026810248,1.0
0.07,1.2405, 0.0000, -0.0019, 15.9970, 0.0000, 0.4616, 0.0000, 0.0159, 0.0000, 0.9999, 0.0000, -0.0773, 0.0000,0.02884743898269185,16.00363363155334,-0.06140654978557188,1.0
0.08,1.4011, 0.0000, -0.0024, 16.1195, 0.0000, 0.4476, 0.0000, 0.0155, 0.0000, 0.9999, 0.0000, -0.0786, 0.0000,0.02776309809709015,16.125724444453226,-0.06094359611375887,1.0
0.09,1.5630, 0.0000, -0.0029, 16.2413, 0.0000, 0.4338, 0.0000, 0.0151, 0.0000, 0.9999, 0.0000, -0.0790, 0.0000,0.026704950437149495,16.24706517792239,-0.060588084209996056,1.0
0.09999999999999999,1.7260, 0.0000, -0.0035, 16.3623, 0.0000, 0.4203, 0.0000, 0.0147, 0.0000, 0.9999, 0.0000, -0.0787, 0.0000,0.02568058618195384,16.36765568181645,-0.06034802611200769,1.0
0.10999999999999999,1.8903, 0.0000, -0.0042, 16.4825, 0.0000, 0.4071, 0.0000, 0.0144, 0.0000, 0.9999, 0.0000, -0.0780, 0.0000,0.02469386620768975,16.48749600085184,-0.06023051315202076,1.0
0.11999999999999998,2.0558, 0.0000, -0.0048, 16.6019, 0.0000, 0.3943, 0.0000, 0.0140, 0.0000, 0.9999, 0.0000, -0.0772, 0.0000,0.02374539767777104,16.606586364699957,-0.06024143277882297,1.0
0.12999999999999998,2.2224, 0.0000, -0.0056, 16.7206, 0.0000, 0.3818, 0.0000, 0.0136, 0.0000, 0.9999, 0.0000, -0.0766, 0.0000,0.022832994705778705,16.72492717997942,-0.06038521406455595,1.0
0.13999999999999999,2.3903, 0.0000, -0.0063, 16.8385, 0.0000, 0.3697, 0.0000, 0.0132, 0.0000, 0.9999, 0.0000, -0.0764, 0.0000,0.021952125686250355,16.84251902591491,-0.06066460821061093,1.0
0.15,2.5593, 0.0000, -0.0071, 16.9556, 0.0000, 0.3578, 0.0000, 0.0128, 0.0000, 0.9999, 0.0000, -0.0767, 0.0000,0.021096348009803343,16.959362655167503,-0.06108051459519822,1.0
0.16,2.7295, 0.0000, -0.0078, 17.0720, 0.0000, 0.3459, 0.0000, 0.0124, 0.0000, 0.9999, 0.0000, -0.0779, 0.0000,0.020257730046043178,17.07545900064873,-0.06163184794812161,1.0
0.17,2.9008, 0.0000, -0.0086, 17.1876, 0.0000, 0.3339, 0.0000, 0.0120, 0.0000, 0.9999, 0.0000, -0.0802, 0.0000,0.019427259516464786,17.19080918822541,-0.06231545488564927,1.0
0.18000000000000002,3.0733, 0.0000, -0.0094, 17.3024, 0.0000, 0.3218, 0.0000, 0.0116, 0.0000, 0.9999, 0.0000, -0.0835, 0.0000,0.018595236590121876,17.305414554304907,-0.06312608625023323,1.0
0.19000000000000003,3.2469, 0.0000, -0.0102, 17.4165, 0.0000, 0.3092, 0.0000, 0.0112, 0.0000, 0.9999, 0.0000, -0.0882, 0.0000,0.017751649322012706,17.419276666516314,-0.06405642423062283,1.0
0.20000000000000004,3.4216, 0.0000, -0.0110, 17.5299, 0.0000, 0.2960, 0.0000, 0.0107, 0.0000, 0.9999, 0.0000, -0.0943, 0.0000,0.016886528512291207,17.532397345187128,-0.06509716118900734,1.0
0.21000000000000005,3.5975, 0.0000, -0.0118, 17.6425, 0.0000, 0.2821, 0.0000, 0.0102, 0.0000, 0.9999, 0.0000, -0.1018, 0.0000,0.01599027868098512,17.64477868313542,-0.06623712915210682,1.0
0.22000000000000006,3.7745, 0.0000, -0.0126, 17.7544, 0.0000, 0.2673, 0.0000, 0.0097, 0.0000, 1.0000, 0.0000, -0.1109, 0.0000,0.015053981660163794,17.75642306148648,-0.0674634724411245,1.0
0.23000000000000007,3.9526, 0.0000, -0.0134, 17.8656, 0.0000, 0.2514, 0.0000, 0.0091, 0.0000, 1.0000, 0.0000, -0.1215, 0.0000,0.014069669279878459,17.86733315976748,-0.06876186262099701,1.0
0.24000000000000007,4.1319, 0.0000, -0.0141, 17.9760, 0.0000, 0.2343, 0.0000, 0.0085, 0.0000, 1.0000, 0.0000, -0.1335, 0.0000,0.013030561791050436,17.97751195937993,-0.07011674399702507,1.0
0.25000000000000006,4.3122, 0.0000, -0.0148, 18.0857, 0.0000, 0.2158, 0.0000, 0.0078, 0.0000, 1.0000, 0.0000, -0.1470, 0.0000,0.011931269063025655,18.086962740602484,-0.07151160280435043,1.0
0.26000000000000006,4.4936, 0.0000, -0.0154, 18.1946, 0.0000, 0.1959, 0.0000, 0.0070, 0.0000, 1.0000, 0.0000, -0.1617, 0.0000,0.010767951963648312,18.195689074428774,-0.07292926873295265,1.0
0.2700000000000001,4.6761, 0.0000, -0.0160, 18.3029, 0.0000, 0.1746, 0.0000, 0.0062, 0.0000, 1.0000, 0.0000, -0.1777, 0.0000,0.009538441812652256,18.30369481166121,-0.07435222934215026,1.0
