raw_voltage_G-,raw_voltage_G0,raw_voltage_G1,raw_voltage_G2,raw_voltage_G3,raw_voltage_G4,raw_voltage_G5,raw_voltage_G6,load_x,load_y,load_z,load_l,load_m,load_n,rpm,voltage,current,roll,pitch,yaw,aileron1_pwm,elevator_pwm,throttle_pwm,rudder_pwm,aileron2_pwm,pbaro,pdiff,Tt,sample_start_time,sample_end_time,uid
-0.2737081499769181,-0.0445373129344253,-0.638666735987506,-0.0965979346581247,-0.7401171844641402,0.300985763650264,-0.998735739103686,-1.0169658715317962,-26.19275831188665,28.541085936304217,17.420448211376737,1.041249593376888,-0.1641638445770527,3.2889293038395286,-1.0,11.991222222222223,0.0,179.29728630856894,1.0837254827428056,96.2908215015638,1553.0,1435.0,1000.0,1528.0,1471.0,1011.0,94.0,292.63,1649152643.4383657,1649152644.5571682,23bd06bc-4e40-46bb-8857-ce662f69c561
-0.2681199533562267,-0.0492763223577847,-0.6409129724117381,-0.0929820427903871,-0.7399254325995411,0.3037387717921903,-1.001201121117253,-1.0262795378409322,-26.41041325261237,28.555370913595286,17.60778823744718,1.0391825544970954,-0.1826452437993723,3.2948046133385027,-1.0,11.99177777777778,0.0,179.29090235842466,1.058553508318827,96.77910337731905,1553.0,1435.0,1000.0,1528.0,1471.0,1011.0,94.0,292.63,1649152644.6696403,1649152645.7889192,23bd06bc-4e40-46bb-8857-ce662f69c561
-0.2748175713683516,-0.0433731054126943,-0.6370094519165318,-0.0923246080405376,-0.7377202857749131,0.2947127402164489,-1.0001190925427403,-1.023937423404754,-26.366415924428853,28.5871148812002,17.251779370134376,1.0177870457663944,-0.1574936393415643,3.285175292650578,-1.0,11.990000000000002,0.0,179.27822249168554,1.0336726469922866,97.14409350836635,1553.0,1435.0,1000.0,1528.0,1471.0,1011.0,94.0,292.63,1649152645.8974354,1649152647.02546,23bd06bc-4e40-46bb-8857-ce662f69c561
-0.0625965001069009,0.2971386745781563,-0.6051249483823752,-0.3748517726048239,-0.7975035988838112,0.2347218169799427,-1.0083956539672647,-1.0323131485187234,-25.91666869669945,27.42465647589304,19.270575111181785,1.5147212520522544,1.1353435631460218,3.3772879811213823,-1.0,11.977333333333332,0.0,179.18661903017696,1.0510867834636648,97.63876768227482,1663.0,1435.0,1000.0,1528.0,1555.0,1011.0,94.0,292.63,1649152647.9300263,1649152649.0726273,887d51b5-4bde-420f-8915-3c4214df0c42
-0.064999972287366,0.2985614729914054,-0.6036172306732758,-0.3559423004733477,-0.7937803246106986,0.2167245398424643,-1.0123775200314744,-1.0439344122823524,-25.989152531164084,27.44390596242721,19.37620744464408,1.4318068643435211,1.138024475270025,3.3762592444372816,-1.0,11.964000000000002,0.0,179.18733240549025,1.0523349886765174,97.84364983116804,1663.0,1435.0,1000.0,1528.0,1555.0,1011.0,94.0,292.63,1649152649.2070138,1649152650.2976916,887d51b5-4bde-420f-8915-3c4214df0c42
-0.0727796179156201,0.3001913633634555,-0.6050142801507584,-0.3607908830270281,-0.7970675002584674,0.2186968442003496,-1.0124870925966665,-1.04471511654189,-25.80615161914751,27.44946123908099,19.242146994944395,1.4472141207642082,1.1445389870631784,3.3828881572938685,-1.0,11.960777777777778,0.0,179.1690472301722,1.0511204363748878,97.99873307082274,1663.0,1435.0,1000.0,1528.0,1555.0,1011.0,94.0,292.63,1649152650.4057944,1649152651.5286686,887d51b5-4bde-420f-8915-3c4214df0c42
0.1509125782294128,0.6749017808306945,-0.5548026808096885,-0.6371464178195816,-0.8485117992350072,0.1175066725899109,-1.021389861436152,-1.046358704613421,-25.44501907092213,26.757771083163693,21.038658214568752,1.8415997370407573,2.568649132053956,3.443176000980517,-1.0,11.953666666666669,0.0,179.0265451989687,1.073080324614191,98.21606361893328,1779.0,1435.0,1000.0,1528.0,1638.0,1011.0,94.0,292.63,1649152652.4339244,1649152653.572476,371b3f8b-34af-499c-b1fe-46985c3fdb14
0.157349960614807,0.68587272319194,-0.5444891692239242,-0.650308814857323,-0.8434577665773765,0.1177395141993104,-1.0116789951191725,-1.028265538928966,-25.30588495111075,26.82016537201007,20.95253417333835,1.8727975773408896,2.6118508469017936,3.4095698674359656,-1.0,11.944111111111113,0.0,179.0420846382404,1.0465800918400563,98.25185456909404,1779.0,1435.0,1000.0,1528.0,1638.0,1011.0,94.0,292.63,1649152653.6807992,1649152654.802283,371b3f8b-34af-499c-b1fe-46985c3fdb14
0.1572677812259369,0.6773671611365751,-0.5370656324065821,-0.6372422935696108,-0.8337469017494232,0.1133703120099064,-1.003748682811028,-1.0362780309802726,-25.197414701434763,26.836624751702328,20.915507302553944,1.834031978578923,2.578372383659141,3.3740354177245613,-1.0,11.941,0.0,179.03880614743878,1.0572660769501163,98.2965983794369,1779.0,1435.0,1000.0,1528.0,1638.0,1011.0,94.0,292.63,1649152654.9105003,1649152656.2365062,371b3f8b-34af-499c-b1fe-46985c3fdb14
0.2960210353985915,0.9072907212496388,-0.4975554334008008,-0.817055720333074,-0.865087931248355,0.0486283236150713,-1.0082510186892029,-1.0391899208956026,-25.04765313349129,27.21700747450809,20.32928822386165,2.098634009010908,3.4695112643095354,3.394642608466216,-1.0,11.942,0.0,178.90246191122702,1.0847147218075956,98.30437872381144,1904.0,1435.0,1000.0,1528.0,1723.0,1011.0,94.0,292.63,1649152656.8265078,1649152657.8734615,88799f81-8825-4cca-9013-3de6dae698d4
