time,x,y,z,u,v,w,qx,qy,qz,qw,p,q,r,alpha,airspeed,elevator,throttle
0,0.1506, 0.0000, -0.0000, 15.1185, 0.0000, 0.5377, 0.0000, 0.0179, 0.0000, 0.9998, 0.0000, -0.0112, 0.0000,0.03554936524441983,15.12805471698384,-0.06181639616592486,1.0
0.01,0.3026, 0.0000, -0.0001, 15.2460, 0.0000, 0.5348, 0.0000, 0.0179, 0.0000, 0.9998, 0.0000, -0.0112, 0.0000,0.03506573673621973,15.255364427461934,-0.05504888658626635,1.0
0.02,0.4557, 0.0000, -0.0002, 15.3727, 0.0000, 0.5319, 0.0000, 0.0178, 0.0000, 0.9998, 0.0000, -0.0000, 0.0000,0.034586602389382194,15.381918411641264,-0.04772625630004962,1.0
0.03,0.6102, 0.0000, -0.0004, 15.4986, 0.0000, 0.5307, 0.0000, 0.0179, 0.0000, 0.9998, 0.0000, 0.0224, 0.0000,0.03422580525197799,15.507703931358314,-0.03989504222972949,1.0
0.04,0.7659, 0.0000, -0.0007, 15.6236, 0.0000, 0.5327, 0.0000, 0.0181, 0.0000, 0.9998, 0.0000, 0.0561, 0.0000,0.03408416357425289,15.632705501432742,-0.03160497670276721,1.0
0.05,0.9228, 0.0000, -0.0011, 15.7477, 0.0000, 0.5396, 0.0000, 0.0185, 0.0000, 0.9998, 0.0000, 0.1008, 0.0000,0.03424965569369703,15.756904053898381,-0.022907351900177796,1.0
0.060000000000000005,1.0810, 0.0000, -0.0016, 15.8707, 0.0000, 0.5525, 0.0000, 0.0191, 0.0000, 0.9998, 0.0000, 0.1563, 0.0000,0.03479766976655153,15.880275848859544,-0.01385395293338855,1.0
0.07,1.2404, 0.0000, -0.0022, 15.9925, 0.0000, 0.5726, 0.0000, 0.0201, 0.0000, 0.9998, 0.0000, 0.2221, 0.0000,0.035791329606619605,16.002791048664793,-0.004495756078797181,1.0
0.08,1.4011, 0.0000, -0.0030, 16.1132, 0.0000, 0.6010, 0.0000, 0.0214, 0.0000, 0.9998, 0.0000, 0.2979, 0.0000,0.03728191403379861,16.124411928864152,0.005119050692481201,1.0
0.09,1.5629, 0.0000, -0.0040, 16.2325, 0.0000, 0.6384, 0.0000, 0.0231, 0.0000, 0.9997, 0.0000, 0.3833, 0.0000,0.03930939362678376,16.24509074814535,0.014947484086913269,1.0
0.09999999999999999,1.7260, 0.0000, -0.0053, 16.3504, 0.0000, 0.6855, 0.0000, 0.0252, 0.0000, 0.9997, 0.0000, 0.4776, 0.0000,0.04190310571340357,16.36476733852394,0.0249539249648277,1.0
0.10999999999999999,1.8902, 0.0000, -0.0068, 16.4666, 0.0000, 0.7429, 0.0000, 0.0279, 0.0000, 0.9996, 0.0000, 0.5804, 0.0000,0.045082573080227985,16.483366505104676,0.03511134083167951,1.0
0.11999999999999998,2.0556, 0.0000, -0.0088, 16.5810, 0.0000, 0.8108, 0.0000, 0.0311, 0.0000, 0.9995, 0.0000, 0.6911, 0.0000,0.04885844904476847,16.600795341006123,0.04540122325317304,1.0
0.12999999999999998,2.2222, 0.0000, -0.0113, 16.6933, 0.0000, 0.8895, 0.0000, 0.0348, 0.0000, 0.9994, 0.0000, 0.8092, 0.0000,0.05323354453697936,16.716940568326525,0.055812312911910224,1.0
