time,x,y,z,u,v,w,qx,qy,qz,qw,p,q,r,alpha,airspeed,elevator,throttle
0,0.1506, 0.0000, -0.0000, 15.1185, 0.0000, 0.5382, 0.0000, 0.0179, 0.0000, 0.9998, 0.0000, -0.0049, 0.0000,0.035580912356901064,15.128053634562411,-0.057516027737694576,1.0
0.01,0.3026, 0.0000, -0.0001, 15.2459, 0.0000, 0.5371, 0.0000, 0.0179, 0.0000, 0.9998, 0.0000, 0.0064, 0.0000,0.03521342944065749,15.255357254280062,-0.047044051934319334,1.0
0.02,0.4557, 0.0000, -0.0002, 15.3725, 0.0000, 0.5378, 0.0000, 0.0180, 0.0000, 0.9998, 0.0000, 0.0328, 0.0000,0.0349697600957248,15.381895095072629,-0.03657207613094409,1.0
0.03,0.6102, 0.0000, -0.0004, 15.4982, 0.0000, 0.5424, 0.0000, 0.0183, 0.0000, 0.9998, 0.0000, 0.0732, 0.0000,0.03498319981277696,15.507648112483832,-0.026100100327568848,1.0
0.04,0.7659, 0.0000, -0.0008, 15.6228, 0.0000, 0.5527, 0.0000, 0.0188, 0.0000, 0.9998, 0.0000, 0.1267, 0.0000,0.03536161102406006,15.632592912117204,-0.015628124524193605,1.0
0.05,0.9228, 0.0000, -0.0012, 15.7440, 0.0000, 0.5704, 0.0000, 0.0196, 0.0000, 0.9998, 0.0000, 0.1960, 0.0000,0.03621479251279656,15.754300834367227,-0.005156148720818361,0.9898990392684937
0.060000000000000005,1.0809, 0.0000, -0.0017, 15.8549, 0.0000, 0.5981, 0.0000, 0.0208, 0.0000, 0.9998, 0.0000, 0.2892, 0.0000,0.03770581059116917,15.866176308021668,0.005315827082556884,0.951286792755127
0.07,1.2398, 0.0000, -0.0024, 15.9030, 0.0000, 0.6405, 0.0000, 0.0226, 0.0000, 0.9997, 0.0000, 0.4302, 0.0000,0.040254376340469585,15.915908009045777,0.015752148579520384,0.643434464931488
0.08,1.3996, 0.0000, -0.0034, 16.0227, 0.0000, 0.6948, 0.0000, 0.0249, 0.0000, 0.9997, 0.0000, 0.4971, 0.0000,0.04333405939844242,16.037711423809412,0.014282107304495969,1.0
0.09,1.5605, 0.0000, -0.0046, 16.1291, 0.0000, 0.7543, 0.0000, 0.0276, 0.0000, 0.9996, 0.0000, 0.5782, 0.0000,0.04673194689415367,16.1466978206508,0.01579000795976559,0.9493521451950073
0.09999999999999999,1.7221, 0.0000, -0.0061, 16.1431, 0.0000, 0.8223, 0.0000, 0.0308, 0.0000, 0.9995, 0.0000, 0.6928, 0.0000,0.05089183383086365,16.164008790067683,0.023638921629351772,0.44226959347724915
0.10999999999999999,1.8836, 0.0000, -0.0081, 16.1163, 0.0000, 0.9020, 0.0000, 0.0346, 0.0000, 0.9994, 0.0000, 0.8192, 0.0000,0.05591126866020371,16.141510833211022,0.034110897432727015,0.0
0.11999999999999998,2.0449, 0.0000, -0.0105, 16.0882, 0.0000, 0.9936, 0.0000, 0.0390, 0.0000, 0.9992, 0.0000, 0.9469, 0.0000,0.06168227056044976,16.11890185607149,0.04458287323610226,0.009855706244707108
0.12999999999999998,2.2059, 0.0000, -0.0134, 16.0590, 0.0000, 1.0958, 0.0000, 0.0440, 0.0000, 0.9990, 0.0000, 1.0744, 0.0000,0.06812957701285692,16.09631818520767,0.0550548490394775,0.02499302104115486
0.13999999999999999,2.3667, 0.0000, -0.0169, 16.0261, 0.0000, 1.2079, 0.0000, 0.0498, 0.0000, 0.9988, 0.0000, 1.2097, 0.0000,0.07522880804620717,16.071586114554258,0.06552682484285274,0.0
0.15,2.5273, 0.0000, -0.0212, 15.9906, 0.0000, 1.3296, 0.0000, 0.0561, 0.0000, 0.9984, 0.0000, 1.3466, 0.0000,0.08295663355897277,16.04573619317822,0.07599880064622799,0.0
0.16,2.6875, 0.0000, -0.0264, 15.9519, 0.0000, 1.4599, 0.0000, 0.0632, 0.0000, 0.9980, 0.0000, 1.4846, 0.0000,0.09126297024477983,16.01854023407638,0.08647077644960324,0.0
0.17,2.8474, 0.0000, -0.0326, 15.9097, 0.0000, 1.5979, 0.0000, 0.0709, 0.0000, 0.9975, 0.0000, 1.6233, 0.0000,0.10009997729225587,15.98974798006237,0.09694275225297849,0.0
0.18000000000000002,3.0070, 0.0000, -0.0399, 15.8636, 0.0000, 1.7428, 0.0000, 0.0794, 0.0000, 0.9968, 0.0000, 1.7623, 0.0000,0.10942267186042962,15.959089211562409,0.10741472805635374,0.0
0.19000000000000003,3.1662, 0.0000, -0.0485, 15.8133, 0.0000, 1.8938, 0.0000, 0.0885, 0.0000, 0.9961, 0.0000, 1.9013, 0.0000,0.11918976693971782,15.926276150383725,0.11788670385972899,0.0
0.20000000000000004,3.3250, 0.0000, -0.0585, 15.7582, 0.0000, 2.0500, 0.0000, 0.0983, 0.0000, 0.9952, 0.0000, 2.0398, 0.0000,0.1293650093094892,15.891006055895918,0.12835867966310424,0.0
0.21000000000000005,3.4833, 0.0000, -0.0700, 15.6980, 0.0000, 2.2109, 0.0000, 0.1088, 0.0000, 0.9941, 0.0000, 2.1774, 0.0000,0.13991953025022502,15.85296388018731,0.1388306554664795,0.0
0.22000000000000006,3.6411, 0.0000, -0.0833, 15.6391, 0.0000, 2.3743, 0.0000, 0.1199, 0.0000, 0.9928, 0.0000, 2.2917, 0.0000,0.15067093450809343,15.818289183056013,0.14930263126985474,0.11113967001438141
0.23000000000000007,3.7984, 0.0000, -0.0984, 15.5824, 0.0000, 2.5381, 0.0000, 0.1315, 0.0000, 0.9913, 0.0000, 2.3965, 0.0000,0.16146673943700235,15.787779917952017,0.15977460707323,0.20835299789905548
0.24000000000000007,3.9552, 0.0000, -0.1156, 15.5279, 0.0000, 2.7024, 0.0000, 0.1437, 0.0000, 0.9896, 0.0000, 2.4969, 0.0000,0.17231230140356063,15.761309095088949,0.17024658287660524,0.29011300206184387
0.25000000000000006,4.1114, 0.0000, -0.1350, 15.4580, 0.0000, 2.8687, 0.0000, 0.1562, 0.0000, 0.9877, 0.0000, 2.5938, 0.0000,0.18349347398284976,15.721984966752972,0.1807185586799805,0.19484449923038483
0.26000000000000006,4.2669, 0.0000, -0.1565, 15.3716, 0.0000, 3.0408, 0.0000, 0.1693, 0.0000, 0.9856, 0.0000, 2.6937, 0.0000,0.1952951374087326,15.669477962642958,0.19119053448335574,0.07188500463962555
0.2700000000000001,4.4215, 0.0000, -0.1802, 15.2718, 0.0000, 3.2246, 0.0000, 0.1828, 0.0000, 0.9832, 0.0000, 2.7889, 0.0000,0.2080891746563472,15.608475667595817,0.201662510286731,0.0
0.2800000000000001,4.5751, 0.0000, -0.2060, 15.1602, 0.0000, 3.4259, 0.0000, 0.1966, 0.0000, 0.9805, 0.0000, 2.8516, 0.0000,0.22224703944420188,15.542489059417326,0.21213448609010624,0.0
