time,x,y,z,u,v,w,qx,qy,qz,qw,p,q,r,alpha,airspeed,elevator,throttle
0,0.1501, 0.0000, -0.0000, 15.0115, 0.0000, 0.5397, 0.0000, 0.0180, 0.0000, 0.9998, 0.0000, 0.0159, 0.0000,0.035937814361357345,15.021208846532485,-0.07435435597999651,0.42775776982307434
0.01,0.3004, 0.0000, -0.0000, 15.0308, 0.0000, 0.5421, 0.0000, 0.0181, 0.0000, 0.9998, 0.0000, 0.0202, 0.0000,0.03604946079561396,15.040590303190609,-0.08070673709018786,0.41446688771247864
0.02,0.4509, 0.0000, -0.0000, 15.0491, 0.0000, 0.5440, 0.0000, 0.0182, 0.0000, 0.9998, 0.0000, 0.0147, 0.0000,0.03612960779764597,15.058976476462318,-0.08706548159225543,0.407344251871109
0.03,0.6016, 0.0000, -0.0001, 15.0675, 0.0000, 0.5440, 0.0000, 0.0182, 0.0000, 0.9998, 0.0000, 0.0008, 0.0000,0.03608869528107876,15.077277205344073,-0.0934525657187279,0.40721502900123596
0.04,0.7525, 0.0000, -0.0001, 15.0868, 0.0000, 0.5412, 0.0000, 0.0182, 0.0000, 0.9998, 0.0000, -0.0201, 0.0000,0.03585994981525603,15.096468326620295,-0.09989050631626208,0.4146147668361664
0.05,0.9035, 0.0000, -0.0002, 15.1081, 0.0000, 0.5350, 0.0000, 0.0180, 0.0000, 0.9998, 0.0000, -0.0467, 0.0000,0.03539599599033516,15.11758387752918,-0.106401104379731,0.4297671318054199
0.060000000000000005,1.0548, 0.0000, -0.0003, 15.1326, 0.0000, 0.5248, 0.0000, 0.0177, 0.0000, 0.9998, 0.0000, -0.0780, 0.0000,0.03466545422984392,15.14170802785174,-0.11300387983425218,0.45257768034935
0.07,1.2064, 0.0000, -0.0004, 15.1614, 0.0000, 0.5104, 0.0000, 0.0172, 0.0000, 0.9999, 0.0000, -0.1130, 0.0000,0.03364931288143823,15.169964980208576,-0.11971424763305742,0.4826635420322418
0.08,1.3583, 0.0000, -0.0005, 15.1956, 0.0000, 0.4915, 0.0000, 0.0165, 0.0000, 0.9999, 0.0000, -0.1513, 0.0000,0.032336834426354405,15.203510437141421,-0.12654177193744737,0.5194427967071533
0.09,1.5105, 0.0000, -0.0007, 15.2363, 0.0000, 0.4682, 0.0000, 0.0157, 0.0000, 0.9999, 0.0000, -0.1928, 0.0000,0.030720832471510376,15.243530442139477,-0.13348890428646165,0.5622665882110596
0.09999999999999999,1.6632, 0.0000, -0.0007, 15.2849, 0.0000, 0.4402, 0.0000, 0.0146, 0.0000, 0.9999, 0.0000, -0.2381, 0.0000,0.028792255733761443,15.291250036874684,-0.1405504465590294,0.6105397939682007
0.10999999999999999,1.8164, 0.0000, -0.0008, 15.3425, 0.0000, 0.4072, 0.0000, 0.0133, 0.0000, 0.9999, 0.0000, -0.2885, 0.0000,0.026534064269473186,15.347940944187881,-0.147713582564431,0.6637412309646606
0.11999999999999998,1.9702, 0.0000, -0.0007, 15.4105, 0.0000, 0.3686, 0.0000, 0.0117, 0.0000, 0.9999, 0.0000, -0.3462, 0.0000,0.023914486070838344,15.41489356004585,-0.15495795850856858,0.7212436199188232
0.12999999999999998,2.1247, 0.0000, -0.0006, 15.4899, 0.0000, 0.3235, 0.0000, 0.0098, 0.0000, 1.0000, 0.0000, -0.4142, 0.0000,0.02088037589616402,15.493285239352172,-0.16225500290496903,0.7818447351455688
0.13999999999999999,2.2801, 0.0000, -0.0003, 15.5815, 0.0000, 0.2704, 0.0000, 0.0075, 0.0000, 1.0000, 0.0000, -0.4961, 0.0000,0.017353333780048417,15.58386052419482,-0.16956479315860826,0.8430516123771667
