Objects
30
,,Global Angle Crazyflie_01:Crazyflie_01,,,,,,Global Angle LowerTriangle:LowerTriangle,,,,,,Global Angle MXS:MXS,,,,,,Global Angle clover13:clover13,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
54,0,,,,,,,,,,,,,1.130552,1.157792,-1.328167,1044.609497,1044.186890,600.871826,,,,,,
55,0,,,,,,,,,,,,,1.132830,1.156299,-1.330858,1044.406372,1044.361084,600.774902,,,,,,
56,0,,,,,,,,,,,,,1.135640,1.154836,-1.333693,1044.198975,1044.593628,600.871582,,,,,,
57,0,,,,,,,,,,,,,1.137049,1.154194,-1.335091,1044.255737,1044.629272,600.790588,,,,,,
58,0,,,,,,,,,,,,,1.139777,1.153001,-1.338029,1043.976074,1044.725952,600.800537,,,,,,
59,0,,,,,,,,,,,,,1.142407,1.151605,-1.340520,1043.948975,1045.166382,601.151184,,,,,,
60,0,,,,,,,,,,,,,1.144135,1.149993,-1.343480,1043.752930,1044.598999,600.770630,,,,,,
61,0,,,,,,,,,,,,,1.149422,1.146169,-1.349025,1043.169434,1044.609131,601.005127,,,,,,
62,0,,,,,,,,,,,,,1.150682,1.145351,-1.350585,1042.993652,1044.473511,600.969971,,,,,,
63,0,,,,,,,,,,,,,1.152226,1.144631,-1.352261,1042.841553,1044.327026,600.961609,,,,,,
64,0,,,,,,,,,,,,,1.153809,1.143904,-1.354319,1042.797607,1044.273560,600.919739,,,,,,
65,0,,,,,,,,,,,,,1.155770,1.142826,-1.356061,1042.592529,1044.167236,600.938538,,,,,,
66,0,,,,,,,,,,,,,1.158305,1.140953,-1.358743,1042.288086,1044.080566,600.941895,,,,,,
67,0,,,,,,,,,,,,,1.159755,1.139647,-1.360504,1042.028687,1043.954712,600.958069,,,,,,
68,0,,,,,,,,,,,,,1.160759,1.138897,-1.361532,1041.812500,1043.896118,600.985046,,,,,,
69,0,,,,,,,,,,,,,1.162046,1.138314,-1.362647,1041.556152,1043.858276,601.136597,,,,,,
70,0,,,,,,,,,,,,,1.160130,1.139772,-1.360449,1041.407837,1043.742554,601.090637,,,,,,
71,0,,,,,,,,,,,,,1.156753,1.142195,-1.356587,1041.383667,1043.682251,600.992798,,,,,,
72,0,,,,,,,,,,,,,1.154072,1.143680,-1.353717,1041.018188,1043.631592,601.074402,,,,,,
73,0,,,,,,,,,,,,,1.149730,1.145782,-1.349118,1040.710083,1043.625244,601.072510,,,,,,
74,0,,,,,,,,,,,,,1.143721,1.149880,-1.342578,1041.007080,1043.603271,600.982178,,,,,,
