Objects
30
,,Global Angle Crazyflie_01:Crazyflie_01,,,,,,Global Angle LowerTriangle:LowerTriangle,,,,,,Global Angle MXS:MXS,,,,,,Global Angle clover13:clover13,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
48,0,,,,,,,-0.000479,0.001648,0.007010,1034.592651,1044.361816,501.112091,2.616590,-1.701707,0.058167,961.925537,-1769.332153,150.398926,,,,,,
49,0,,,,,,,-0.000624,0.001368,0.007315,1034.575928,1044.313110,501.156921,2.616974,-1.702363,0.059380,962.211365,-1769.293579,150.653320,,,,,,
50,0,,,,,,,-0.000561,0.001496,0.007581,1034.563110,1044.294800,501.147736,2.616925,-1.702364,0.059386,962.204529,-1769.300049,150.673492,,,,,,
51,0,,,,,,,-0.000565,0.001416,0.007817,1034.545044,1044.269897,501.156281,2.616966,-1.702378,0.059389,962.206055,-1769.289551,150.668121,,,,,,
52,0,,,,,,,-0.000520,0.001387,0.008020,1034.543945,1044.261353,501.142670,2.617001,-1.702321,0.059437,962.206299,-1769.313965,150.645966,,,,,,
53,0,,,,,,,-0.000667,0.001196,0.008240,1034.547485,1044.221069,501.206757,2.616625,-1.701732,0.058260,961.945801,-1769.283569,150.414612,,,,,,
54,0,,,,,,,-0.000670,0.001137,0.008332,1034.540649,1044.202148,501.183868,2.617017,-1.702332,0.059481,962.207092,-1769.320801,150.653381,,,,,,
55,0,,,,,,,-0.000594,0.001207,0.008416,1034.532471,1044.186646,501.163177,2.616602,-1.701802,0.058225,961.952393,-1769.313354,150.425522,,,,,,
56,0,,,,,,,-0.000603,0.001249,0.008522,1034.550537,1044.194458,501.151337,2.616969,-1.702339,0.059357,962.220947,-1769.286499,150.655457,,,,,,
57,0,,,,,,,-0.000633,0.001227,0.008525,1034.573608,1044.174316,501.166107,2.616968,-1.702341,0.059434,962.207764,-1769.290161,150.658279,,,,,,
58,0,,,,,,,-0.000630,0.001234,0.008489,1034.583008,1044.149170,501.176819,2.616593,-1.701678,0.058160,961.948120,-1769.330811,150.413940,,,,,,
59,0,,,,,,,-0.000590,0.001232,0.008453,1034.603149,1044.158813,501.153168,2.616969,-1.702406,0.059417,962.195496,-1769.295898,150.659302,,,,,,
60,0,,,,,,,-0.000591,0.001317,0.008316,1034.628052,1044.132202,501.148926,2.616611,-1.701716,0.058152,961.927856,-1769.319458,150.415848,,,,,,
61,0,,,,,,,-0.000543,0.001329,0.008202,1034.633911,1044.141724,501.136597,2.616592,-1.701746,0.058237,961.949890,-1769.305298,150.423767,,,,,,
62,0,,,,,,,-0.000598,0.001265,0.007981,1034.668213,1044.146118,501.160858,2.616995,-1.702303,0.059373,962.215759,-1769.301514,150.670044,,,,,,
63,0,,,,,,,-0.000580,0.001419,0.007800,1034.706055,1044.144653,501.148224,2.616991,-1.702340,0.059407,962.214355,-1769.307251,150.638260,,,,,,
64,0,,,,,,,-0.000643,0.001349,0.007540,1034.746948,1044.143066,501.144104,2.616567,-1.701722,0.058203,961.940979,-1769.336060,150.416733,,,,,,
65,0,,,,,,,-0.000657,0.001269,0.007268,1034.762207,1044.157837,501.165283,2.616583,-1.701747,0.058184,961.929749,-1769.326660,150.424850,,,,,,
66,0,,,,,,,-0.000633,0.001436,0.006926,1034.798218,1044.178589,501.122894,2.616957,-1.702325,0.059358,962.217590,-1769.297729,150.641937,,,,,,
67,0,,,,,,,-0.000571,0.001476,0.006645,1034.860840,1044.170410,501.128204,2.616610,-1.701716,0.058177,961.914185,-1769.335449,150.421387,,,,,,
68,0,,,,,,,-0.000588,0.001509,0.006301,1034.901001,1044.175537,501.131409,2.617005,-1.702320,0.059454,962.225159,-1769.307739,150.659439,,,,,,
69,0,,,,,,,-0.000590,0.001532,0.005949,1034.943848,1044.193726,501.143097,2.616998,-1.702278,0.059431,962.215332,-1769.276855,150.649521,,,,,,
70,0,,,,,,,-0.000651,0.001517,0.005652,1034.986450,1044.203491,501.135712,2.616976,-1.702369,0.059375,962.230408,-1769.299683,150.642578,,,,,,
71,0,,,,,,,-0.000232,0.000735,0.004514,1034.787231,1044.507324,500.977875,2.616969,-1.702296,0.059360,962.204529,-1769.302246,150.645798,,,,,,
72,0,,,,,,,-0.000655,-0.000328,0.003823,1034.796143,1044.396118,501.154480,2.616991,-1.702306,0.059384,962.210999,-1769.311890,150.653000,,,,,,
73,0,,,,,,,-0.000741,-0.000092,0.003575,1034.889771,1044.396973,501.218811,2.616589,-1.701725,0.058174,961.930115,-1769.316528,150.407135,,,,,,
74,0,,,,,,,-0.000925,0.000360,0.003438,1035.003418,1044.385864,501.296509,2.616612,-1.701747,0.058200,961.936890,-1769.325684,150.418182,,,,,,
75,0,,,,,,,-0.000930,0.000400,0.003213,1035.049561,1044.400146,501.295105,2.616987,-1.702337,0.059469,962.202515,-1769.291992,150.654663,,,,,,
76,0,,,,,,,-0.000433,0.001240,0.003194,1035.075806,1044.472046,501.094269,2.617007,-1.702320,0.059397,962.209473,-1769.287231,150.644089,,,,,,
77,0,,,,,,,-0.000782,-0.000073,0.002690,1035.048096,1044.434570,501.234589,2.616610,-1.701741,0.058100,961.951904,-1769.331665,150.406311,,,,,,
78,0,,,,,,,-0.000192,0.001045,0.002688,1035.063721,1044.482422,500.995819,2.616951,-1.702349,0.059409,962.222412,-1769.288818,150.658722,,,,,,
79,0,,,,,,,-0.000256,0.001030,0.002485,1035.076660,1044.458008,501.013214,2.616629,-1.701740,0.058141,961.933472,-1769.310669,150.412186,,,,,,
80,0,,,,,,,-0.000159,0.001024,0.002546,1035.114990,1044.503052,500.986145,2.616636,-1.701756,0.058223,961.940979,-1769.325806,150.424088,,,,,,
81,0,,,,,,,-0.000808,0.000087,0.002462,1035.166504,1044.476929,501.236145,2.616955,-1.702410,0.059437,962.215515,-1769.292480,150.650620,,,,,,
82,0,,,,,,,-0.000821,0.000055,0.002433,1035.165039,1044.484863,501.221466,2.616988,-1.702317,0.059460,962.220581,-1769.294067,150.655884,,,,,,
83,0,,,,,,,-0.000233,0.001000,0.002773,1035.184692,1044.578491,501.009155,2.616604,-1.701784,0.058246,961.940186,-1769.317261,150.411270,,,,,,
84,0,,,,,,,-0.000180,0.000896,0.002830,1035.186890,1044.589966,501.009583,2.616611,-1.701755,0.058163,961.936829,-1769.314209,150.430634,,,,,,
85,0,,,,,,,-0.000753,-0.000115,0.002792,1035.208618,1044.545410,501.232086,2.616983,-1.702313,0.059452,962.206177,-1769.318970,150.654068,,,,,,
86,0,,,,,,,-0.000235,0.000837,0.003262,1035.207764,1044.648071,501.026581,2.616624,-1.701739,0.058197,961.943787,-1769.315796,150.424774,,,,,,
87,0,,,,,,,-0.000299,0.000818,0.003486,1035.229370,1044.679810,501.036896,2.616583,-1.701767,0.058184,961.927002,-1769.337158,150.415695,,,,,,
88,0,,,,,,,-0.000201,0.000743,0.003705,1035.186890,1044.684570,501.007019,2.616937,-1.702326,0.059362,962.209595,-1769.309814,150.645004,,,,,,
89,0,,,,,,,-0.000451,0.001137,0.004125,1035.266357,1044.697754,501.106689,2.616990,-1.702385,0.059449,962.197327,-1769.316284,150.655014,,,,,,
90,0,,,,,,,-0.000305,0.000774,0.004266,1035.196533,1044.720947,501.039215,2.616956,-1.702373,0.059446,962.200928,-1769.310303,150.664230,,,,,,
91,0,,,,,,,-0.000286,0.000681,0.004576,1035.141846,1044.740356,501.011139,2.616663,-1.701747,0.058229,961.942261,-1769.318726,150.417679,,,,,,
92,0,,,,,,,-0.000575,0.000897,0.005017,1035.194336,1044.735718,501.124329,2.616973,-1.702291,0.059418,962.211426,-1769.290283,150.647339,,,,,,
93,0,,,,,,,-0.000615,0.001398,0.005992,1035.350464,1044.459351,501.153595,2.616981,-1.702311,0.059393,962.205261,-1769.304688,150.653885,,,,,,
94,0,,,,,,,-0.000677,0.001337,0.006324,1035.315186,1044.456787,501.162994,2.616958,-1.702343,0.059388,962.209534,-1769.298950,150.643478,,,,,,
95,0,,,,,,,-0.000589,0.001384,0.006601,1035.280884,1044.489380,501.132782,2.616986,-1.702280,0.059469,962.217834,-1769.291138,150.659775,,,,,,
96,0,,,,,,,-0.000706,0.001299,0.006974,1035.256958,1044.477173,501.167938,2.616956,-1.702341,0.059372,962.220154,-1769.290161,150.653442,,,,,,
97,0,,,,,,,-0.000679,0.001270,0.007271,1035.204712,1044.474121,501.146423,2.616603,-1.701784,0.058212,961.941162,-1769.313477,150.418655,,,,,,
98,0,,,,,,,-0.000690,0.001174,0.007549,1035.183838,1044.481323,501.183746,2.617025,-1.702340,0.059465,962.204407,-1769.313110,150.660812,,,,,,
99,0,,,,,,,-0.000608,0.001319,0.007744,1035.155518,1044.468994,501.157990,2.616591,-1.701815,0.058245,961.943726,-1769.307861,150.418945,,,,,,
100,0,,,,,,,-0.000635,0.001207,0.007916,1035.111450,1044.472656,501.164093,2.616595,-1.701746,0.058212,961.925354,-1769.320312,150.422485,,,,,,
101,0,,,,,,,-0.000631,0.001178,0.008100,1035.092407,1044.492065,501.168365,2.616621,-1.701676,0.058221,961.932068,-1769.337280,150.407104,,,,,,
102,0,,,,,,,-0.000602,0.001212,0.008184,1035.056641,1044.467651,501.154175,2.616992,-1.702315,0.059481,962.212341,-1769.290527,150.663681,,,,,,
103,0,,,,,,,-0.000621,0.001239,0.008279,1035.015137,1044.452759,501.149536,2.616981,-1.702309,0.059422,962.207153,-1769.289429,150.652618,,,,,,
104,0,,,,,,,-0.000627,0.001238,0.008332,1034.996216,1044.460938,501.164185,2.616966,-1.702322,0.059414,962.216125,-1769.297852,150.654282,,,,,,
105,0,,,,,,,-0.000668,0.001195,0.008382,1034.953735,1044.458374,501.177551,2.616629,-1.701740,0.058257,961.923950,-1769.339355,150.421783,,,,,,
