Objects
30
,,Global Angle Crazyflie_01:Crazyflie_01,,,,,,Global Angle LowerTriangle:LowerTriangle,,,,,,Global Angle MXS:MXS,,,,,,Global Angle clover13:clover13,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
53,0,,,,,,,0.003172,0.000250,0.006292,1033.886108,1040.367188,573.813049,2.157441,2.284963,-0.019546,49.323135,-1161.816650,302.098938,,,,,,
54,0,,,,,,,0.003155,-0.000041,0.006349,1033.917480,1040.402588,573.836914,2.157474,2.284954,-0.019472,49.329529,-1161.776245,302.099457,,,,,,
55,0,,,,,,,0.003088,-0.000056,0.006454,1033.942749,1040.430786,573.848206,2.157480,2.284959,-0.019541,49.332314,-1161.777588,302.089050,,,,,,
56,0,,,,,,,0.003093,-0.000036,0.006513,1033.973633,1040.470337,573.852966,2.157594,2.284920,-0.019361,49.364830,-1161.812988,302.148560,,,,,,
57,0,,,,,,,0.003127,0.000032,0.006526,1034.016357,1040.494751,573.855957,2.157503,2.284916,-0.019529,49.333504,-1161.811523,302.088013,,,,,,
58,0,,,,,,,0.003171,-0.000010,0.006553,1034.050781,1040.565552,573.873352,2.157537,2.284953,-0.019450,49.332424,-1161.795898,302.092590,,,,,,
59,0,,,,,,,0.003185,0.000076,0.006514,1034.085693,1040.600708,573.854858,2.157464,2.284961,-0.019516,49.330700,-1161.790894,302.105804,,,,,,
60,0,,,,,,,0.003206,-0.000018,0.006410,1034.122681,1040.673462,573.842468,2.157530,2.284934,-0.019457,49.334183,-1161.775513,302.105286,,,,,,
61,0,,,,,,,0.003213,-0.000045,0.006339,1034.155029,1040.735107,573.851746,2.157468,2.284979,-0.019491,49.332664,-1161.771973,302.110168,,,,,,
62,0,,,,,,,0.003267,-0.000013,0.006311,1034.173218,1040.829224,573.837891,2.157480,2.284921,-0.019484,49.324562,-1161.791870,302.091095,,,,,,
63,0,,,,,,,0.003267,-0.000002,0.006237,1034.202637,1040.916016,573.813293,2.157607,2.284925,-0.019398,49.355145,-1161.807861,302.129364,,,,,,
64,0,,,,,,,0.003189,-0.000018,0.006162,1034.270264,1040.962280,573.848328,2.157471,2.284936,-0.019454,49.333710,-1161.783325,302.110626,,,,,,
65,0,,,,,,,0.003271,0.000126,0.005990,1034.295654,1041.052612,573.804810,2.157460,2.284952,-0.019497,49.334713,-1161.780273,302.104767,,,,,,
66,0,,,,,,,0.003214,-0.000041,0.005812,1034.327393,1041.117920,573.847839,2.157514,2.284913,-0.019500,49.343552,-1161.791992,302.102722,,,,,,
67,0,,,,,,,0.003244,0.000089,0.005778,1034.391479,1041.246094,573.853027,2.157485,2.284981,-0.019576,49.288242,-1161.880371,302.074615,,,,,,
68,0,,,,,,,0.003218,0.000069,0.005598,1034.389404,1041.346558,573.824097,2.157465,2.284948,-0.019502,49.313530,-1161.779785,302.088409,,,,,,
