time,x,y,z,u,v,w,qx,qy,qz,qw,p,q,r,alpha,airspeed,elevator,throttle
0,0.1499, 0.0000, 0.0000, 14.9798, 0.0000, 0.5392, 0.0000, 0.0180, 0.0000, 0.9998, 0.0000, 0.0092, 0.0000,0.03598014886257989,14.989529337901182,-0.0692907719801243,0.12160815298557281
0.01,0.2998, 0.0000, 0.0000, 14.9690, 0.0000, 0.5411, 0.0000, 0.0180, 0.0000, 0.9998, 0.0000, 0.0156, 0.0000,0.03613097024000409,14.978733027763495,-0.070579508591729,0.11694277822971344
0.02,0.4495, 0.0000, 0.0000, 14.9577, 0.0000, 0.5437, 0.0000, 0.0181, 0.0000, 0.9998, 0.0000, 0.0197, 0.0000,0.0363299416969581,14.967596337665565,-0.0718529303859051,0.11201874911785126
0.03,0.5991, 0.0000, 0.0000, 14.9461, 0.0000, 0.5465, 0.0000, 0.0182, 0.0000, 0.9998, 0.0000, 0.0218, 0.0000,0.03655030653976676,14.956105075793003,-0.07310987179382403,0.10683639347553253
0.04,0.7486, 0.0000, 0.0000, 14.9341, 0.0000, 0.5494, 0.0000, 0.0183, 0.0000, 0.9998, 0.0000, 0.0219, 0.0000,0.0367707395781586,14.944245529767704,-0.07434920867188533,0.10139171779155731
0.05,0.8980, 0.0000, 0.0001, 14.9218, 0.0000, 0.5520, 0.0000, 0.0184, 0.0000, 0.9998, 0.0000, 0.0206, 0.0000,0.036974622535777685,14.932004403826985,-0.07556978796823581,0.09567667543888092
0.060000000000000005,1.0473, 0.0000, 0.0001, 14.9091, 0.0000, 0.5541, 0.0000, 0.0185, 0.0000, 0.9998, 0.0000, 0.0178, 0.0000,0.03714940648692773,14.9193687756292,-0.07677036320074161,0.08967974781990051
0.07,1.1964, 0.0000, 0.0001, 14.8960, 0.0000, 0.5557, 0.0000, 0.0186, 0.0000, 0.9998, 0.0000, 0.0140, 0.0000,0.03728605447602518,14.906326054513986,-0.077949532319146,0.08338622748851776
0.08,1.3454, 0.0000, 0.0001, 14.8825, 0.0000, 0.5565, 0.0000, 0.0187, 0.0000, 0.9998, 0.0000, 0.0092, 0.0000,0.037378557686032744,14.892863971757652,-0.07910568137868007,0.07677887380123138
0.09,1.4943, 0.0000, 0.0001, 14.8686, 0.0000, 0.5567, 0.0000, 0.0187, 0.0000, 0.9998, 0.0000, 0.0037, 0.0000,0.037423519391731164,14.878970535751336,-0.0802369252334412,0.06983748078346252
0.09999999999999999,1.6430, 0.0000, 0.0001, 14.8542, 0.0000, 0.5561, 0.0000, 0.0187, 0.0000, 0.9998, 0.0000, -0.0023, 0.0000,0.03741980095044407,14.864634046758379,-0.08134105314715465,0.06253974139690399
0.10999999999999999,1.7916, 0.0000, 0.0001, 14.8395, 0.0000, 0.5548, 0.0000, 0.0187, 0.0000, 0.9998, 0.0000, -0.0087, 0.0000,0.03736822474272556,14.849843116238238,-0.08241547082765659,0.05486120656132698
0.11999999999999998,1.9400, 0.0000, 0.0001, 14.8243, 0.0000, 0.5528, 0.0000, 0.0186, 0.0000, 0.9998, 0.0000, -0.0153, 0.0000,0.03727132963456319,14.834586703389556,-0.08345714179082474,0.046775322407484055
0.12999999999999998,2.0882, 0.0000, 0.0001, 14.8086, 0.0000, 0.5501, 0.0000, 0.0185, 0.0000, 0.9998, 0.0000, -0.0219, 0.0000,0.03713317499448463,14.818854180900557,-0.08446252537174782,0.038253556936979294
0.13999999999999999,2.2363, 0.0000, 0.0001, 14.7925, 0.0000, 0.5470, 0.0000, 0.0184, 0.0000, 0.9998, 0.0000, -0.0282, 0.0000,0.03695918964935769,14.802635446717634,-0.08542751488490662,0.02926572784781456
0.15,2.3843, 0.0000, 0.0001, 14.7759, 0.0000, 0.5433, 0.0000, 0.0183, 0.0000, 0.9998, 0.0000, -0.0343, 0.0000,0.03675606301462209,14.785921049811396,-0.08634736721618733,0.019779715687036514
0.16,2.5321, 0.0000, 0.0002, 14.7588, 0.0000, 0.5394, 0.0000, 0.0181, 0.0000, 0.9998, 0.0000, -0.0397, 0.0000,0.03653167594627422,14.768702373707672,-0.08721663546963296,0.009761836379766464
